Channel_name,Sender_id,Message,Message_date
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@nastasyakull,#outstaff #outsource #php #backend #битрикс доступен битрикс разработчик уровня middle. стэк php 74 - 832 js. bitrix framework 1c-битрикс d7 orm mvc ооп 1с-битрикс интеграция с 1с bitrix-migrations. laravel. psr паттерны проектирования. postgresl mysql nodejs pug scss figma. git gitlab готовы подключить asap рф оперативно направлю cv и обсудим все условия работы. httpstmenastasyakull,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@anna_stratosfera,коллеги привет для ваших проектов доступны наши штатные специалисты локация рф java middle+ java git postgresql hibernate orm sql junit html apache maven jdbc spring mvc spring boot restapi spring data docker linux json spring security solid gitlab rabbitmq xml html5 ооп liquibase spring framework jpa rest gradle lombok oracle db kotlin camunda python middle python sql postgresql django framework rest fastapi git redis rabbitmq celery flower pydantic docker docker-compose unit testing ооп aiohttp sqlalchemy mysql pytest httpx kibana kubernetes kafka gitlab rest api alembic qa auto middle+ senior mysql написание автотестов java python bash sql selenium linux git spring framework автоматизация тестирования jenkins docker php javascript nodejs mysql h2 bs4 java senior java se 811 spring boot spring data spring security spring cloudnetflix bitbucket gradle maven cicd teamcity gitlab jenkins sql postgresql kafka jpa hibernate jdbc r2dbc agile scrum tdd junit mockito spring testing framework testcontainers jira confluence liquibase flyway реактивное программирование навыки профилирования rabbitmq bpm camunda junit mockito docker kubernetes openshift elk grafana prometheus python kotlin eip msa gof grasp solid dry yagni kiss checkstyle sonarqube jasper саба middlemiddle+senior бизнес-анализ системный анализ сбор и анализ информации разработка технических заданий разработка инструкций прототипирование моделирование бизнес процессов постановка задач разработчикам проведение тестирований подготовка отчетов sql bpmn uml api postman rest soap jira confluence user story user case figma xml json scrum java middle+ sen java jenkins docker git agile cicd elasticsearch gitlab kubernetes mongodb spring boot sql jpa rest api postgresql apache tomcat spring data умение разбираться в чужом коде системное программирование автоматизированное тестирование tdd code review docker-compose spring camunda bpmn kafka nosql разработка по java se react middlemiddle+senior javascript html css react адаптивная верстка бэм redux typescript scss внедрение crm golang middle golang rest redis docker linux postgresql apache kafka prometheus clickhouse jira grpc elasticsearch rabbitmq css javascript git cicd mongodb python apache cassandra redis postgresql mysql docker kubernetes unix cc++ php sql nginx рассматриваем долгосрочные проекты на фуллтайм по всем вопросам пишите @anna_stratosfera #available #outstaff #remote #fulltime #qa_manual #qa_auto #java #sa #ba #react #go #golang #python,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@akhsonya,доступны штатные разработчики астемир к backend-разработчик. опыт 75 лет технологии php ооп тестирование принципы концепции laravel wordpress rabbitmq opencart mysql html стандартные элементы html5 css less scss bootstrap адаптивная верстка javascript vuejs nuxtjs git gitlab gitflow docker ci cdhttphttps ecommerce agile scrum jira confluence анна с frontend-разработчик. опыт 145 лет технологии vuejs angular javascript css less scss bootstrap адаптивная верстка html less mercurial jquery requirejs blink gecko swift bitrix wordpress mssql git gitlab gitflow agile scrum jira confluence александр с backend-разработчик. опыт 145 лет технологии php yii2 symfony 1с-битрикс ооп rest api swagger open api mysql jquery bootstrap git gitlab docker svn agile scrum jira confluence доступны асап cv отправим по запросу @akhsonya,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@BonsayTechnologies,#available #outstaff #fullstack bonsay technologies - is an exclusive network of enterprise-grade development teams our teams of top-level software development experts are thoroughly selected and qualified to help with the most complex and challenging software projects our company is based in europe estonia available for outstaff senior react + flutter developer. - stack typescript js react redux react native flutter. - english с1 location germany senior fullstack developer - stack nodejs typescript js react redux react native. - availability full time - start asap. - english b2 location georgia senior automation qa. - java - english c1 location kirgizia senior java fullstack developer __5 persons. __- java angular react - english b2 - c1 location kazakhstan poland senior php developer - php + vuejs - english b2 senior c# net fullstack developer __5 persons. __- english b2 - c1 location poland __get the best developers on your team in record time - outstaffing with a fast integration process __ contact @bonsaytechnologies,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@zahardes,#outstaff #asp #reactnative #available #python #project освободились сильные и опытные разработчики готовы выйти asap 1 senior react. 5+ лет опыта. english upper- intermediate b2. стэк javascript typescript react. redux mobx html material ui css eslint prettier axios git figma zeplin chrome extension 2 middle+ python developer. 3+ года опыта english intermediate b1 cтек python selenium django java script figma postgresql html css git 3 middle python developer. 3+ года опыта english intermediate b1 cтек python django java script postgresql html css git docker 4 middle uxui дизайнер. 3 года опыта. cтек figma adobe photoshop adobe illustrator adobe after effects uxui tilda story map customer journey map user story. портфолио по запросу 5 project manager. 5 лет опыта. english advanced c1 cv rate - @zahardes,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@wheremari,#available #outstaff #python всем привет у нас доступны топовые питон разработчики middle1middle2middle3 рейты партнерские работаем по вайтлейблу. пишите @wheremari,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@kate_slav,#available #outstaff #asap #remote #angular #python #java #devops #php #reactnative #net #android #ios hello everyone from getapp group available developers on outstaff no vacancies angular developer nodejs developer. python developers java developers. devops. php developers. react native developers. net developers. android developer. ios developer location start asap we dont work with rf and rb rates and cv - @kate_slav,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@alexandra_smartbrainio,smartbrain ищет вакансия разработчик c++qml под android. грейд middle+senior. формат работы удаленка фултайм оформление по ипсз. вознаграждение 350-250 тыс руб для нового проекта в известную компанию которая создает цифровые карты и гиды требуется специалист по c++qml для работы над интерфейсом приложения интеграции с sdk и api других сервисов о твоих задачах разработка и проектирование нового функционала с использованием qtqml жаркие обсуждения архитектуры приложения оценка задач и проведение код-ревью багфикс и оптимизация написание автотестов и работа с прекрасной командой qa ожидаем что ты разрабатываешь на qt крайне важен опыт с qml отлично знаешь с++ имеешь не менее 3х лет коммерческого опыта разработки умеешь разрабатывать многопоточные приложения разрабатываешь на qt крайне важен опыт с qml любишь прокачивать свои знания и навыки следишь за трендами и best practice готова проактивно действовать в любых непонятныхнезнакомых ситуациях не стесняешься приходить с вопросами и аргументированно предлагать улучшения плюсом будет знание javakotlin и опыт разработки под android директ @alexandra_smartbrainio #vacancy #job #position #fulltime #remote #cpp #senior #qml #qt #вакансия #работа #удаленка #удаленно,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@radzkovaa,#outstaff #available #remote #php #ios #android #flutter коллеги всем добрый день в компании entexy свободны для работы на outstaff следующие специалисты 2 android разработчика 2 python разработчика за cv и рейтами писать @radzkovaa,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@alisa_gladkykh,#available #outstaff #outsource #remote #java #design #devops #ukraine #ukraine #toprate hi guys right now we have available for #outstaff junior front-end developer javascript react. english pre-intermediate. location ukraine. full-timepart-time no rf and rb for a cv rates and more @alisa_gladkykh,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@vovastaver,#outstaff #asp #react #available #python #project #uxui #pm освободились сильные и опытные разработчики готовы выйти asap 1 senior react. 5+ лет опыта. english upper- intermediate b2. стэк javascript typescript react. redux mobx html material ui css eslint prettier axios git figma zeplin chrome extension 2 middle+ python developer. 3+ года опыта english intermediate b1 cтек python selenium django java script figma postgresql html css git 4 middle uxui дизайнер. 3 года опыта. cтек figma adobe photoshop adobe illustrator adobe after effects uxui tilda story map customer journey map user story. портфолио по запросу 5 project manager. 5 лет опыта. english advanced c1 cv rate - @vovastaver,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Anetyshka,#available #outstaff #asap #remote #angular #python #java #devops #php #reactnative #net #android #ios hello everyone from getapp group available developers on outstaff no vacancies angular developer nodejs developer python developers java developers devops php developers react native developers net developers android developer ios developer location start asap we dont work with rf and rb rates and cv - @anetyshka,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@intentions_hr,#available #outstaff компания интеграция дистрибуция проекты локации освобождается штатный специалист seniorlead ios developer опыт работы 25+ лет ios c 2009 года стек swiftui swift ios foundation uikit snapkit rxflow rxswift combine objective-c контакт @intentions_hr,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@shusha14,#available #whitelabel #outstaff #asap #remote #python #nodejs #android #ios #angular #reactnative #flutter #ba #qa #php #react #uxui ми українська аутсорсаутстафф компанія - light it global пропонуємо наших штатних вільних розробників різного рівня на аутстафф white label не вакансії angular middle php senior uxui designer middle react senior flutter middle qa middle nodejs middle python middleseniorlead локація start asap ми не працюємо з рф та рб за рейтами та cv - @shusha14,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@katerina_ermalinskaya,всем привет мы в поиске следующих специалистов архитектор 1 позиция. грейд senior. локация без ограничений. обязательные требования к кандидату. - знание методик анализа требований проектирования документирования и анализа архитектуры по. - владение нотациями uml с4 и средствами визуального проектирования требований и архитектуры по. - знание и опыт практического применения принципов и паттернов ddd msa soa eip. - практический опыт в проектированииразработке высоконагруженных и масштабируемых систем. - знание и опыт практического применения технологий реляционных postgresql и нереляционных баз данных redis брокеров сообщений интеграционных шин и др. - опыт работы архитектором в области создания мобильных приложений а так же в области создания решений интегрированных с 1с системами. - опыт работы с docker k8s prometheus grafana. - знание python знание kotlin будет плюсом. - опыт работы с keycloak gravitee и opentelemetry будет плюсом архитектор 1 позиция. грейд senior. локация без ограничений. обязательные требования к кандидату. - опыт работы более 2-х лет. - опыт работы архитектором системы solution архитектором - опыт проектирования высоконагруженных и отказоустойчивых систем знание и использование шаблонов проектирования подготовка uml и дополнительных документов. - опыт разработки и применения архитектурных паттернов таких как микросервисы клиент-сервер и шина событий. - понимание принципов распределенных систем. - учитывание мониторинга и журналирования в распределенных системах например использование инструментов таких как elk stack grafana prometheus и других. - опыт работы с docker и kubernetes будет плюсом. - умение использовать различные инструменты для построения диаграмм и схем. - умениежелание вести архитектурную документацию as code если есть свободные кандидаты подходящие под запрос пишите в лс,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@SimchenkoMax,петр teamlead bitrix 9 лет опыта. стэк 1с-битрикс основной стэк prestashop laravel yii2 composer git github tfs gitlab bitrixvm lamp lemp npm xdebug memcached redis docker. cтавка 2950р александр middle front-end битрикс разработчик 5 лет опыта. стэк html css scss jquery bootstrap 4 5 rest api. cтавка 1400р сиви в личку @simchenkomax,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Olesya_Bombelova,#available #outstaff #ux #ui #animation #graphic #web #mobile #fulltime всем привет. доступны дизайнеры. готовы выйти asap uxui designer senior рейт 2000 uxui designer middle анимацияmotion design. рейт 1250 uxui designer middle не русскоговорящий. рейт 20 graphic designer junior+. рейт 800 подробнее. @olesya_bombelova,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@EFetisov,#available #middle #senior #outsatff #fulltime #parttime #laravel #php #vue #nuxt #node #python #fulltime #bitrix #react #nest #yii #angular #golang #nuxt коллеги добрый день это команда itwit актуализирую наши свободные ресурсы fulltime golang middle+ опыт 35+ лет golang middle опыт 3+ лет golang middle опыт 25+ лет golang middle опыт 2+ лет php laravel middle+ опыт 13+ лет laravel senior опыт 10+ лет php laravel senior опыт 5+ лет php yii2 middle опыт 3+ лет python middle опыт 3+ лет python middle опыт 2+ лет python middle опыт 25+ лет reactjs middle опыт 3+ лет reactjs middle опыт 3+ лет reactjs middle опыт 3+ лет reactjs middle опыт 25+ лет vuejs middle+ опыт 5+ лет vuejs nuxtjs middle опыт 2+ лет parttime nodejsreactjs senior опыт 6+ лет python middle опыт 5+ лет python middle опыт 6+ лет reactjs react native nodejs middle+ опыт 65+ лет php laravel middle опыт 5+ лет доступный рейт по всем вопросам рейтам cv - пишите нам @efetisov или @dashakln,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@IRAL3,#available #outstaff #outsource #remote #fulltime #ios #android #аутсорс #kotlin #swift. коллеги добрый день. компания letmecode. свободны senior ios разработчик опыт 7+ лет 2 middle ios разработчика опыт 3 года 1 middle + android разработчик. опыт 3+ года pmteam lead менеджер. опыт 3+ года все с английским и готовы к старту asap. по всем вопросам @alekotenko @iral3,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Outstaffing_it_RL,#avaliable #outstaff #asap #devops #middle #aws #gcp #azure #kubernetes #docker #terraform #vmware #ansible освободились специалисты на аутстаффинг devops middle. готовы подключиться к вашему проекту asap вам остается лишь провести финальное интервью и принять решение 9 из 10 предложенных нами специалистов выходят на проект заказчика предоставим 5+ cv на каждый запрос бронь специалиста за вами до 48 часов для обсуждения условий сотрудничества cv и рейтами обращайтесь в лс @outstaffing_it_rl,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@igor_didenk0,#available #outstaff #php #react #android #ios #golang #swift #kotlin #qa #devops #uiux #flutter всем привет компания webant предлагаем свободных разработчиков на аутстафф локация специалистов локация юр лица без ндс компания аккредитована ------------------------------. backend developer middle - 1 php golang symfony gin gorm fyber docker docker compose mysql postgresql clickhouse rabbitmq redis swagger grpc api platform ginkgogomega colly protocol buffers mailhog firebase cicd kafka gitlab git unit-test. ------------------------------. frontend developer middle - 1 javascript typescript react redux vue html css mjml nextjs tailwind jotai jest rtl strapi api platform middle+ - 1 javascript typescript react redux vue vuex html css mjml nextjs tailwind jotai jest react query rtl strapi api platform nest js docker cicd git gitlab. ------------------------------. ios developer middle - 1 swift objc git fastlane uikit swiftui cocoapods firebase rxswift rxcocoa mvcmvpmvvmviper snapki interface builder di mooyaalamofireurlsession xcodegen websocket webrtc whitelabel sberpaysdk pushnotification googlerecaptcha. ------------------------------. android developer senior - 1 java kotlin rxjava coroutines dagger hilt navigation component fragmentmanager databinding viewbinding retrofit firebase ktor room postgresql google billing in app google auth yandex metrika firebase analytics webrtc jsoup mvp moxy mvvm jetpack compose. ------------------------------ qa engineer middle - 1 postman swaggerapi devtools console mysql firebase htmlcss workbench symphony profiler сharles proxy adb 3utools testrailtesti teamcity ironsource. ------------------------------ devops engineer middle - 1 docker docker compose kubernetes helm linux nginx caddy traefik yandex cloud networks grafana loki prometheus jaeger gitlab cicd admin gitlab git python uml idf dfd er-diagram proxmox sentry devops devsecops mysql haproxy clickhouse. ------------------------------ дизайнер uiux middle+ - 1 figma photoshop illustrator after effects xmind html css tilda ------------------------------ flutter developer middle - 1 dartflutter bloc freezed jsonserializable retrofit workmanager getit autoroute drift platformview methodchannel isolates fastlane isar gitlab python deeplink firebase интеграционные тесты sql. ------------------------------ cv рейт бронь @igor_didenk0,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@caucas1an,#availableforoutstaff добрый день коллеги освободились сильные штатные специалисты frontend developer senior 9 лет frontend react nextjs remix redux redux toolkit rtk apollo client chakra ui canvas. backend nodejs express nest sequelize typeorm prisma apollo server. databases postgresql mysql mongodb. testing jest snapshots mocha puppeteer. devops aws es2 s3 api gateway cloudfront cloudwatch etc microsoft azure digital ocean qa manual middle 2 года perfectpixel browserstack monosnap dev tools cookiemanager dataslayer android studio emulator xcode emulator postman google doc jiratestrail git по всем вопросам обращаться @caucas1an,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@inna_litvi,добрый день у нас есть несколько свободных специалистов на аутстафф android developer middle 3+ года опыта. kotlin java mvp mvvm clean architecture material design rest api rxjava firebase dagger retrofit agile scrum kanban git figma postman react developer middle 3+ года опыта react redux react hooks ant design material ui graphql rest api react query redux observable rxjs ssr nextjs jest cypress devops engineer middle+ 3+ года опыта docker swarm kubernetes mysql mariadb postgresql mongodb clickhouse cassandra nginx apache traefik haproxy rabbitmq kafka terraform pulumi crossplane ansible puppet jenkins gitlab ci circle ci travis ci teamcity github actions bitbucket pipelines zabbix prometheus victoriametrics grafana loki elk efk jaeger terraform vault vagrant по всем вопросам обращаться @inna_litvi. #middle #outstaff #react #devops #android,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@juli_colfild,#available #разрабство #аналитик #системный_аналитик приветствую коллеги свободны следующие системные аналитики 1 системный аналитик. технологии rest soap postman kibana figma confluence excel. опыт работы 4 года. 2200 час 2 системный аналитик. технологии sql xml rest soap postman confluence kafka uml jmeter atlassian stack. опыт работы 4 года. 2400 час 3 системный аналитик. технологии jira sql rest soap postman rabbit mq figma confluence kafka. опыт работы 4 года. 2400 час по всем вопросам - @juli_colfild,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@nikita73ul,друзья добрый день готовы предоставить широкий спектр специалистов и целую команду разработчики java c# net node react vue angular android ios и др аналитики са ба qa qaa ставки высокие приходите в личку с запросами указав компанию которую вы представляете и кого ищите,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@scrip_tech,#available #outsource #ios #flutter #qaauto #reactnative #outstaff #резюме #ищу не вакансия scrip tech - команда опытных разработчиков с 5+ летним опытом на рынке занимаемся разработкой мобильных приложений под платформу ios и android делегируем своих опытных разработчиков в успешные команды для работы над проектами в различных компанияхаутстафф сейчас есть в команде самые опытные qa flutter react native js специалисты ios android разработчики открыты и рады к абсолютно разным видам сотрудничеству оплата 25-30час в зависимости от проекта и разработчика возможность принятие оплаты в криптовалюте. локация армения формат работы удаленная делаем полностью проект либо делегируем разработчика к вам в команду занятость фулл-тайм парт-тайм проектная по вопросам сотрудничества пишите менеджеру в тг @scrip_tech,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@victory122001,в команде senamasoft #available ребята на #outstaff middle react node react native 3 года несколько можем предоставить сработанную команду middle vue and react 3 года middle net + angular 2 года middle uiux designer 2 года middle flutter 25 года партнеры готовы выводить ребят в помощь на ваши крутые проекты жми @victory122001,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@NewHRTech,#available #outstaff #developer #fulltime свободны штатные специалисты по хорошим ставкам golang. ios. android. flutter. frontend react. uiux по всем вопросам пишите в личку @newhrtech,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@varyukh1n,#available #1c компания центр бизнес автоматизации сайт centrone есть свободные аналитики 1с программисты 1с разработчики-программисты 1с уровня middlesenior знания по конфигурациям ут erp унф бп зуп ка - рейт от 1950 до 2100 аналитики со знаниями блоков регламентированный оперативный финансовый кадровый зарплатный производственный бюджетирование казначейство рейт от 1950 до 2200 вариант работы full-time реализация проектазадачи резюме специалистов и реализованные проекты предоставлю контакт для связи +7 915 939 38 35 @varyukh1n,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@zkristi,добрый день. коллеги рады сообщить что у нас освобождаются штатные специалисты готовы выйти back-end. developer middle java 2+ года рейт 1600 базы данных postgresql mysql mongodb web java 8-21 hibernate liquibase assertj mockito swagger spring ws rest soap ehcache spring framework spring boot spring data jpajdbc spring security spring mvc spring cloud spring webflux spring cache apache kafka. инструменты jira confluence github bitbucket gitlab maven grafana docker plantuml developer pre middle java 15 года рейт 1400. базы данных postgresql. web java 8-21 spring framework hibernate slf4j liquibase lombok assertj mockito spring boot spring data jpa spring security spring mvc spring cloud rest soap spring data jdbc. инструменты jira confluence github bitbucket gitlab maven front-end. team lead front-end angular 11+ лет рейт 2500. базы данных ms sql mysql postgresql. web html css js jquery php yii2 zf2 typescript angularjs angular 2-15 vuejs scss nodejs. инструменты jira confluence github bitbucket gitlab webpack npm qa manual qa pre middle java 15 года рейт 1200 базы данных postgresql инструменты postman testrail devtools jira confluence по всем вопросам пишите @zkristi,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Anetyshka,#available #outstaff #asap #remote #angular #python #java #devops #php #reactnative #net #android #ios hello everyone from getapp group available developers on outstaff no vacancies angular developer nodejs developer python developers java developers devops php developers react native developers net developers android developer ios developer location start asap we dont work with rf and rb rates and cv - @anetyshka,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@murazhko,всем добрый день ищем на проект php разработчика грейд middle и выше срок от 3 мес с продлением. локация строго рф по всем вопросам писать @murazhko @anna_s_g,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@sales_it_developers,good day we have available dev. - senior angular developer location rb. cv and rate in pm tg @sales_it_developers,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@mozijane,всем привет. активно ищем проекты для штатных разработчиков 1 сергей в react nextjs redux - 5 лет опыта. 2 александр з react next redux - 3 года опыта. 3 владимир п php 1с-битрикс битрикс 24 laravel - 5 лет опыта. 4 геннадий г react redux - 4 года опыта. 5 николай д php laravel bitrix jquery vuejs - 10 лет опыта. 6 гаджимурад м python django - 3 года опыта 7 андрей л php laravel vuejs - свободен с 18 марта. fulltime от 1 мес tg @mozijane it компания evapps мы в toп-10 лучших аутстафф-компаний россии,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@MikhailZhuravskiy,#available #outstaff #qa #frontend #backend #react #vue #middle доступен middle+ qa manual. никита о. рейт 2000 руб доступен middle+ qa с навыками автоматизации на python. александр а. рейт 2000 руб доступен middle react. илья д. react redux mobx typescript webpack gulp js html css. рейт 2200 руб доступен middle+ vue. антон в vue vuex nuxt typescript pinia vite webpack js html css. рейт 2500 руб доступен middle vue. алексей г. vue vuex typescript vue-router nuxt jest js html css. рейт 1900 доступен middle vue. антон д vue vuex typescript vue-router react jest js html css. рейт 1700 руб подробнее @mikhailzhuravskiy,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Eclipse_Digital,#available #outstaff #java #react коллеги добрый день доступны для ваших проектов senior java spring dev. опыт - 12 лет. высокий уровень софт скиллов. стек spring boot core data cloud mvc security java script c# postgresqloracle ms sql server ms sql mariadb firebird junit redis rabbitmq mongodb apache kafka. локация гр-во рф middle react dev. httpsdrivegooglecomfiled1zs7bbv1ahiue42qcuelx5u6vq1hheczcviewuspdrive_linkопыт react - 4 года js - 6 лет. стек javascript typescript vanilla js html css nextjs nodejs redux saga redux toolkit pwaspa mongodb mysql. выход asap. гражданство рф локация таиланд,2024-03-11
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@bytemeld_it,#available #outstaff #subcontract #remote #react #node #frontend #backend #nodejs hi there we have available developers for outstaff senior frontend - react 7+ years. english upper-intermediate senior backendfullstack - nodereact 7+ years. english upper-intermediate middle uxui designer 3+ years. english intermediate+ no rf and rb cv details - @bytemeld_it,2024-03-09
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Anetyshka,#available #outstaff #asap #remote #angular #python #java #devops #php #reactnative #net #android #ios hello everyone from getapp group available developers on outstaff no vacancies angular developer nodejs developer python developers java developers devops php developers react native developers net developers android developer ios developer location start asap we dont work with rf and rb rates and cv - @anetyshka,2024-03-08
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@scrip_tech,#available #outsource #ios #flutter #qaauto #reactnative #outstaff #резюме #ищу не вакансия scrip tech - команда опытных разработчиков с 5+ летним опытом на рынке занимаемся разработкой мобильных приложений под платформу ios и android делегируем своих опытных разработчиков в успешные команды для работы над проектами в различных компанияхаутстафф сейчас есть в команде самые опытные qa flutter react native js специалисты ios android разработчики открыты и рады к абсолютно разным видам сотрудничеству оплата 25-30час в зависимости от проекта и разработчика возможность принятие оплаты в криптовалюте. локация армения формат работы удаленная делаем полностью проект либо делегируем разработчика к вам в команду занятость фулл-тайм парт-тайм проектная по вопросам сотрудничества пишите менеджеру в тг @scrip_tech,2024-03-08
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Projectsman,#ukraine #europe #megadev #available #outstaff #outsource #subcontract #remote #fulltime #parttime #smartcontracts #blockchain #react #vue #solidity #web3 #sap #hybris #drupal #node #drupal #javascript #consultants. hello. id like to offer our excellent experts middle reactweb3. middle+ senior vuejsweb3solidity senior drupal developer. senior full stack reactjsnodejssolidity javascriptblockchain. mid-senior qa automation manualautomatizationsap hybris. mid- senior sap consultantsdevelopers. senior phpvue developer senior javajavascript developer details in dm,2024-03-08
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@dashakryl,всем привет в нашей команде есть свободные специалисты на outstaff qa. навыки manualautomate. gerkin k8 postman api linux macos. грейд middle. опыт 2+. локация minsk qa. навыки manualautomate. gerkin k8 postman api linux macos. грейд senior teamlead. опыт 10+. локация minsk backend. навыки php. грейд senior. опыт 5+. локация minsk backend. навыки php golang. грейдmiddle. опыт 5+. локация minsk backend techlead. навыки php golang. грейд senior. опыт 10+. локация minsk teamlead backend. навыки php. грейд senior. опыт 5+. локация minsk за подробностями - @andrewpodolsky,2024-03-08
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@zahardes,#outstaff #asp #reactnative #available #python #project освободились сильные и опытные разработчики готовы выйти asap 1 senior react. 5+ лет опыта. english upper- intermediate b2. стэк javascript typescript react. redux mobx html material ui css eslint prettier axios git figma zeplin chrome extension 2 middle+ python developer. 3+ года опыта english intermediate b1 cтек python selenium django java script figma postgresql html css git 3 middle python developer. 3+ года опыта english intermediate b1 cтек python django java script postgresql html css git docker 4 middle uxui дизайнер. 3 года опыта. cтек figma adobe photoshop adobe illustrator adobe after effects uxui tilda story map customer journey map user story. портфолио по запросу 5 project manager. 5 лет опыта. english advanced c1 cv rate - @zahardes,2024-03-07
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@intentions_hr,#available #outstaff компания интеграция дистрибуция проекты локации освобождается штатный специалист seniorlead ios developer опыт работы более +25 лет ios c 2009 года стек swiftui swift ios foundation uikit snapkit rxflow rxswift combine objective-c,2024-03-07
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Irina260,#available #outstaff #subcontract #remote #backend #frontend #ios #python #react #php #magento #symfony hi we have available devs for outstaff senior front end react 5+. english upper-intermediate. location ukraine. part time 20-30hw middle backend phpsymfonylaravel 5+. english intermediate location finland. full time mobile teamleadsoftware architect objective c swift cc+ kotlin. platforms ios osx android 10+. english upper-intermediate. location ukraine. full time part time full-stack reactnodephpvue 5+. english upper-intermediate. location ukraine. full time senior front-end angular 7+. english upper-intermediate. location ukraine. full time senior iospython 10+ years. english intermediate. location ukraine. full time senior back-end phpmagentosymfonyshopware 7+. english upper-intermediate. location poland part time 20hw full-stack react php or just react 10+. english intermediate. location ukraine. full time no rf and rb cv details - @irina260,2024-03-07
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@alisa_gladkykh,#available #outstaff #outsource #remote #java #design #devops #ukraine #ukraine #toprate hi guys right now we have available for #outstaff junior front-end developer javascript react. english pre-intermediate. location ukraine. full-timepart-time no rf and rb for a cv rates and more @alisa_gladkykh,2024-03-07
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@manager_belitsoft,#lookfor #remote #outstaff #fulltime #asap коллеги привет ищем следующих специалистов с разговорным английским в указанных локациях seniorlead devops 2 ukrainians any location full stack nodejs react aws any except rb rf armenia senior computer vision researcher eu georgia senior+ lead front end eu junior aws engineer eu специалисты с опытом работы с squarespace специалисты с опытом работы с back end частью dato cms за подробной информацией по вакансиям обращайтесь пожалуйста в лс @manager_belitsoft,2024-03-07
